antibiotic_pastmonth-NO	num_adults_<=2	age_(2_5]	hiv_medicines-NO	tb_medicines-NO	birthplace-_11	cd4_class-MODERATE	child_sick-YES	num_children_house_<=2	father_hiv-YES	father_alive-NO	father_tb_death-YES	female	hinfluenzae-NO	hinfluenzae_type_b-NO	mother_alive-YES	movement_place_of_birth-NO	mrsa_bacteria-NO	nose_snot-YES	antibiotics_at_present-NO	runny_nose-YES	saureus_bacteria-NO	spneumo_bacteria-NO	sviridans_bacteria-NO	tb_child-NO	tb_exp-YES	septran_prophylaxis-YES	immunisation_completed-YES	waz_cat-_2	num_people_house_<=4	full_immunisation_completed-YES	antibiotic_pastmonth-YES	num_adults_3-5	cd4_class-NORMAL	num_children_house_(2_5]	father_alive-YES	male	antibiotics_at_present-YES	spneumo_bacteria-YES	tb_child-YES	immunisation_completed-NO	waz_cat-_1	num_people_house_(4_10]	num_adults_>5	birthplace-_13	child_sick-NO	movement_place_of_birth-YES	nose_snot-NO	runny_nose-NO	tb_exp-NO	age_>5	hiv_medicines-YES	cd4_class-SEVERE	saureus_bacteria-YES	sviridans_bacteria-YES	waz_cat-_3	full_immunisation_completed-NO	birthplace-_1	mother_alive-NO	birthplace-_8	movement_within_age2-YES	birthplace-_15	movement_within_age2-NO	age_(1-2]	tb_Medicines-YES	birthplace-_12	septran_prophylaxis-NO	birthplace-_7	birthplace-_19	mrsa_bacteria-YES	birthplace-_	hinfluenzae-YES	mother_hiv-YES	birthplace-_16	hinfluenzae_type_b-YES	father_tb_death-NO	father_hiv-NO	mother_hiv-NO	num_people_house_>10	age_<=1	num_children_house_>5	birthplace-_2	birthplace-_4	birthplace-_3	birthplace-_20	birthplace-_9	
0.6028	0.5338	0.5246	0.6202	0.4538	0.649	0.5018	1.0	0.6736	0.766	0.323	0.3558	0.4844	0.5166	0.6266	0.6686	0.7152	0.2898	0.9814	0.044	0.0	0.4892	0.6478	0.557	0.9636	0.6624	0.2278	0.2208	0.2326	0.577	0.527	0.994	0.5912	0.5924	0.6992	0.8022	0.4376	0.969	0.2182	0.5774	0.7744	0.5982	0.6656	0.1812	0.3074	0.2552	0.2702	0.0456	0.0	0.279	0.2598	0.1726	0.2062	0.4152	0.2578	0.5798	0.2446	0.7708	0.2052	0.6858	0.8368	0.0118	0.8588	0.7284	0.4942	0.529	0.0738	0.3716	0.3852	0.909	0.3094	0.3856	0.5116	0.6214	0.1156	0.0	0.0334	0.0722	0.059	0.62	0.0054	0.0	0.0	0.0	0.0	0.0	
0.5596	0.5424	0.4492	0.595	0.32	0.6278	0.5126	0.474	0.3802	0.312	0.6546	0.4088	0.2536	0.2702	0.3024	0.5002	0.4852	0.8408	0.3638	0.6582	0.4892	0.0	0.6754	0.3042	0.4114	0.657	0.4694	0.3948	0.3006	0.541	0.3906	0.222	0.4028	0.314	0.6092	0.4884	0.6856	0.255	0.2252	0.5488	0.5136	0.8006	0.383	0.4678	0.7494	0.3322	0.4648	0.4484	0.3248	0.4826	0.369	0.285	0.3826	0.0	0.712	0.2786	0.4204	0.48	0.4612	0.2348	0.6298	0.5504	0.3626	0.5428	0.71	0.5178	0.4914	0.2414	0.4328	0.0016	0.1838	0.715	0.5446	0.4656	0.7044	0.4788	0.5574	0.3616	0.4988	0.658	0.4224	0.2142	0.5404	0.445	0.0	0.4622	
0.59	0.2878	0.2502	0.2646	0.2868	0.726	0.7624	0.7242	0.3996	0.5628	0.3806	0.2222	0.2618	0.8078	0.4432	0.396	0.4292	0.4982	0.2844	0.6968	0.6478	0.6754	0.0	0.206	0.5088	0.4554	0.2296	0.3224	0.2548	0.3214	0.3896	0.5972	0.655	0.1504	0.434	0.6744	0.679	0.2038	0.0	0.6798	0.3574	0.3652	0.5108	0.481	0.3662	0.3932	0.5138	0.6678	0.5784	0.5852	0.5734	0.7562	0.597	0.2056	0.8604	0.78	0.7798	0.4532	0.5926	0.4392	0.6266	0.3172	0.2082	0.6056	0.782	0.7414	0.6988	0.6268	0.239	0.3692	0.1114	0.0952	0.4474	0.5282	0.4854	0.0	0.7446	0.82	0.6106	0.515	0.6286	0.2368	0.5732	0.4662	0.0	0.4854	
0.159	0.5818	0.7372	0.5076	0.3996	0.5706	0.4024	0.4442	0.3902	0.6794	0.6944	0.5448	0.5746	0.6566	0.6576	0.4186	0.505	0.356	0.301	0.3362	0.557	0.3042	0.206	0.0	0.5478	0.55	0.4868	0.6562	0.3512	0.6156	0.4968	0.6278	0.412	0.6296	0.601	0.3762	0.3768	0.6086	0.7682	0.2574	0.3912	0.6466	0.3378	0.3946	0.61	0.4286	0.3988	0.5724	0.3318	0.316	0.3202	0.4064	0.3686	0.6538	0.0	0.4066	0.4224	0.4698	0.5006	0.422	0.5116	0.1864	0.7456	0.2582	0.5366	0.2334	0.4856	0.4328	0.5384	0.6074	0.477	0.2544	0.4962	0.555	0.2136	0.4344	0.1684	0.352	0.4622	0.3664	0.415	0.476	0.473	0.3966	0.422	0.416	
0.965	0.2604	0.5328	0.5622	0.7638	0.6992	0.1734	0.9908	0.7556	0.334	0.5386	0.623	0.1644	0.4598	0.547	0.593	0.5052	0.4582	0.7666	0.0572	0.9636	0.4114	0.5088	0.5478	0.0	0.0622	0.3812	0.353	0.3426	0.747	0.4074	0.956	0.5418	0.807	0.058	0.4624	0.7448	0.9568	0.3778	0.0	0.4106	0.8778	0.2218	0.641	0.05	0.8826	0.5416	0.4388	0.9608	0.9688	0.3918	0.2528	0.0282	0.5296	0.2478	0.1172	0.4332	0.1754	0.3346	0.6914	0.3662	0.347	0.6588	0.1074	0.0	0.8676	0.0384	0.257	0.1026	0.435	0.8258	0.4592	0.207	0.9162	0.2568	0.0	0.4476	0.1588	0.3764	0.7838	0.5316	0.0	0.0	0.0	0.0	0.0	
0.8032	0.7742	0.6766	0.4742	0.1664	0.3874	0.1838	0.6066	0.8056	0.8002	0.6212	0.83	0.6662	0.524	0.4818	0.5584	0.6992	0.388	0.6612	0.6118	0.6624	0.657	0.4554	0.55	0.0622	0.0	0.492	0.6684	0.5386	0.7658	0.4584	0.663	0.802	0.6608	0.6896	0.5316	0.2914	0.2902	0.4686	0.9996	0.154	0.2946	0.7004	0.0016	0.462	0.8308	0.3502	0.3738	0.7896	0.0	0.3994	0.4538	0.7464	0.1948	0.2896	0.5722	0.4336	0.6308	0.4182	0.503	0.811	0.1792	0.6606	0.4652	0.9586	0.5836	0.3588	0.3584	0.8004	0.631	0.1376	0.3982	0.8862	0.4914	0.4204	0.0	0.0402	0.0036	0.0066	0.066	0.001	0.3358	0.3356	0.5602	0.0	0.0	
0.4834	0.4372	0.6418	0.484	0.4608	0.506	0.5876	0.2998	0.391	0.7444	0.5366	0.3362	0.7352	0.295	0.3372	0.4476	0.5078	0.432	0.6052	0.495	0.2278	0.4694	0.2296	0.4868	0.3812	0.492	0.0	0.4314	0.6648	0.405	0.459	0.4618	0.4576	0.3656	0.4906	0.3798	0.2136	0.4346	0.739	0.2888	0.5754	0.5618	0.4552	0.521	0.215	0.5516	0.455	0.4002	0.5798	0.42	0.3408	0.4374	0.5294	0.443	0.4194	0.1934	0.369	0.4204	0.4582	0.6852	0.251	0.7122	0.338	0.4386	0.4406	0.0314	0.0	0.2876	0.5516	0.4846	0.4912	0.661	0.7594	0.3756	0.6216	0.4346	0.1074	0.0662	0.5864	0.3714	0.5448	0.4746	0.4774	0.4078	0.4288	0.4212	
0.4232	0.8302	0.697	0.7572	0.6486	0.7382	0.4784	0.1714	0.9816	0.8356	0.3836	0.4968	0.508	0.4904	0.534	0.947	0.9382	0.3594	0.482	0.3434	0.2208	0.3948	0.3224	0.6562	0.353	0.6684	0.4314	0.0	0.4686	0.8982	0.7838	0.2944	0.6102	0.4222	0.1738	0.9018	0.4542	0.6378	0.6584	0.364	0.0	0.44	0.6914	0.0146	0.4226	0.4256	0.034	0.4604	0.3818	0.5952	0.158	0.0906	0.2332	0.5708	0.155	0.5204	0.1906	0.8032	0.0124	0.1472	0.288	0.6326	0.7666	0.6608	0.1432	0.0848	0.6196	0.525	0.2942	0.7234	0.0538	0.4502	0.8888	0.5642	0.3622	0.5204	0.4284	0.4852	2.0E-4	0.749	2.0E-4	0.2462	0.6032	0.4818	0.0	0.0	
0.7076	0.3832	0.3992	0.1884	0.515	0.01	0.3806	0.179	0.7738	0.755	0.594	0.9552	0.841	0.406	0.425	0.3986	0.7674	0.4624	0.905	0.6764	0.2326	0.3006	0.2548	0.3512	0.3426	0.5386	0.6648	0.4686	0.0	0.456	0.5106	0.2456	0.7694	0.5444	0.064	0.5114	0.1348	0.181	0.7736	0.4212	0.9516	0.0	0.442	0.1398	0.825	0.6936	0.1076	0.109	0.4994	0.3532	0.5942	0.9106	0.2892	0.731	0.7038	0.0	0.177	0.594	0.6616	0.4996	0.3432	0.8014	0.066	0.3182	0.3144	0.4048	0.351	0.718	0.019	0.4246	0.815	0.5484	0.7484	0.5046	0.5576	0.0	0.4364	0.1508	0.5018	0.1922	0.512	0.0	0.0	0.7076	0.0	0.0	
0.8032	1.0	0.4684	0.7868	0.603	0.6238	0.5814	0.5702	0.999	0.7298	0.7196	0.7694	0.8114	0.5334	0.549	0.8468	0.593	0.5298	0.4564	0.424	0.577	0.541	0.3214	0.6156	0.747	0.7658	0.405	0.8982	0.456	0.0	0.5968	0.3054	0.0	0.2776	8.0E-4	0.744	0.1612	0.5162	0.672	0.0402	0.0692	0.6414	0.0	0.0	0.2596	0.2408	0.4862	0.3632	0.3052	0.5634	0.481	0.0294	0.146	0.3736	0.1762	0.2974	0.2442	0.9402	0.0458	0.282	0.6694	0.2674	0.7864	0.1958	0.1488	0.0806	0.3784	0.1382	0.7578	0.26	0.1068	0.3712	0.7154	0.3928	0.299	0.6718	0.6038	0.583	0.0	0.6452	0.0	0.0	0.4096	0.0	0.0	0.0	
0.4464	0.5504	0.3628	0.3662	0.5964	0.76	0.3594	0.3776	0.6082	0.5154	0.5836	0.4616	0.4412	0.358	0.4344	0.438	0.3852	0.3002	0.5178	0.4136	0.527	0.3906	0.3896	0.4968	0.4074	0.4584	0.459	0.7838	0.5106	0.5968	0.0	0.2736	0.3574	0.649	0.3926	0.3544	0.5082	0.5404	0.5716	0.369	0.3832	0.564	0.437	0.5108	0.5448	0.2674	0.6294	0.4992	0.1598	0.4306	0.6574	0.6218	0.332	0.5734	0.3976	0.3388	0.0	0.2642	0.636	0.461	0.6566	0.4522	0.0998	0.2648	0.2268	0.198	0.4328	0.319	0.5258	0.8094	0.5504	0.613	0.5354	0.534	0.5194	0.509	0.2504	0.2994	0.3318	0.3172	0.3304	0.2434	0.5828	0.4754	0.0	0.0	
0.0	0.086	0.4218	0.8132	0.1946	0.4364	0.1664	1.0	0.37	0.5892	0.1652	0.2774	0.2296	0.6886	0.7504	0.5896	0.7952	0.3954	0.525	0.0074	0.994	0.222	0.5972	0.6278	0.956	0.663	0.4618	0.2944	0.2456	0.3054	0.2736	0.0	0.9008	0.9456	0.6474	0.642	0.6994	0.9978	0.2876	0.9166	0.6792	0.923	0.6578	0.3844	0.2148	0.3752	0.1748	0.3092	0.961	0.2884	0.4848	0.0088	0.3012	0.8354	0.1302	0.1198	0.796	0.7944	0.3442	0.5112	0.2136	0.086	0.7812	0.8108	0.9566	0.7002	0.0344	0.2588	0.2572	0.6724	0.6762	0.157	0.441	0.5058	0.0128	0.7298	0.2566	0.1562	0.3844	0.0	0.3768	0.5248	0.0	0.0	0.0	0.0	
0.1324	0.0	0.7076	0.518	0.183	0.5552	0.3418	0.9096	0.8738	0.5004	0.3178	0.2322	0.2428	0.7288	0.543	0.4998	0.8678	0.4306	0.2416	0.5308	0.5912	0.4028	0.655	0.412	0.5418	0.802	0.4576	0.6102	0.7694	0.0	0.3574	0.9008	0.0	0.3258	0.3462	0.7222	0.6776	0.3856	0.2132	0.9756	0.3402	0.0756	1.0	0.0	0.5762	0.5414	0.0622	0.639	0.8694	0.2672	0.3856	0.3632	0.977	0.584	0.5958	0.6384	0.7574	0.3108	0.515	0.8426	0.6632	0.1226	0.146	0.5158	0.9624	0.82	0.6872	0.6444	0.183	0.5772	0.031	0.121	0.6134	0.7182	0.2808	0.0	0.708	0.5036	0.0012	0.0	0.0046	0.4816	0.0	0.684	0.0	0.0	
0.2168	0.2614	0.213	0.4506	0.785	0.0306	0.0	0.458	0.3868	0.3366	0.7748	0.756	0.8862	0.52	0.7466	0.5322	0.5942	0.408	0.2764	0.0062	0.5924	0.314	0.1504	0.6296	0.807	0.6608	0.3656	0.4222	0.5444	0.2776	0.649	0.9456	0.3258	0.0	0.5698	0.1538	0.0976	0.9978	0.888	0.6728	0.86	0.8432	0.5096	0.8852	0.439	0.8836	0.4806	0.4006	0.7862	0.4724	0.7544	0.5092	0.0	0.7198	0.1412	0.0728	0.1926	0.7204	0.4632	0.4052	0.2164	0.376	0.631	0.3978	0.0024	0.5168	0.3498	0.31	0.391	0.6238	0.7946	0.3992	0.3718	0.6204	0.027	0.649	0.3736	0.553	0.6866	0.1094	0.4688	0.4122	0.775	0.6192	0.0	0.0	
0.37	0.7856	0.347	0.6674	0.2242	0.5554	0.1942	0.7978	0.0	0.7094	0.2748	0.0	0.3776	0.3892	0.463	0.555	0.8942	0.4938	0.9336	0.242	0.6992	0.6092	0.434	0.601	0.058	0.6896	0.4906	0.1738	0.064	8.0E-4	0.3926	0.6474	0.3462	0.5698	0.0	0.6512	0.5464	0.7626	0.502	0.8558	0.8004	0.3426	0.9982	0.1066	0.3406	0.1948	0.0548	0.1378	0.4502	0.324	0.5458	0.1046	0.693	0.217	0.1434	0.9344	0.5962	0.351	0.37	0.7186	0.2524	0.7516	0.357	0.4724	0.9386	0.8076	0.2728	0.1288	0.6414	0.3338	0.0	0.5762	0.8244	0.2888	0.465	0.0	0.6414	0.543	0.0704	0.2822	0.0	0.0	0.0	0.0	0.0	0.0	
0.7	0.8004	0.5648	0.7848	0.4578	0.4804	0.834	0.3494	0.8364	0.8996	0.0	0.0	0.3344	0.7236	0.4988	0.969	0.8272	0.4674	0.6408	0.4348	0.8022	0.4884	0.6744	0.3762	0.4624	0.5316	0.3798	0.9018	0.5114	0.744	0.3544	0.642	0.7222	0.1538	0.6512	0.0	0.6092	0.5156	0.2016	0.1518	0.5842	0.0696	0.7338	0.0032	0.1252	0.398	0.1024	0.4658	0.0966	0.7356	0.1492	0.045	0.0598	0.4456	0.6464	0.882	0.7224	0.828	0.0012	0.1128	0.5788	0.773	0.424	0.8134	0.491	0.5862	0.6916	0.7118	0.515	0.4502	0.0	0.1488	0.8968	0.4794	0.398	0.0	0.9674	0.9016	0.005	0.8542	0.0012	0.3278	0.6934	0.0	0.0	0.0	
0.6012	0.1312	0.3528	0.4936	0.2228	0.6746	0.741	0.6156	0.3514	0.1272	0.2374	0.1048	0.0	0.5412	0.3756	0.5224	0.6268	0.4678	0.7236	0.6466	0.4376	0.6856	0.679	0.3768	0.7448	0.2914	0.2136	0.4542	0.1348	0.1612	0.5082	0.6994	0.6776	0.0976	0.5464	0.6092	0.0	0.2366	0.1962	0.8606	0.3424	0.6406	0.7046	0.7182	0.121	0.5558	0.2312	0.2812	0.7426	0.8736	0.5296	0.4136	0.585	0.1626	0.6284	0.6806	0.7824	0.3934	0.3838	0.6288	0.5656	0.2736	0.5172	0.4474	0.9026	0.76	0.7988	0.7012	0.3444	0.43	0.2668	0.3582	0.1876	0.2296	0.6298	0.0	0.7758	0.8892	0.6036	0.4736	0.5556	0.687	0.0	0.5602	0.0	0.5706	
0.3722	0.5496	0.6798	0.858	0.7612	0.5948	0.0012	0.9312	0.3338	0.7178	0.3616	0.6372	0.7134	0.369	0.6082	0.7626	0.3854	0.3194	0.8624	0.0	0.969	0.255	0.2038	0.6086	0.9568	0.2902	0.4346	0.6378	0.181	0.5162	0.5404	0.9978	0.3856	0.9978	0.7626	0.5156	0.2366	0.0	0.8132	0.3506	0.4234	0.9598	0.5212	0.403	0.6792	0.7476	0.6694	0.2188	0.6672	0.7018	0.3638	0.0022	0.136	0.7686	0.1466	0.0782	0.1118	0.6394	0.0786	0.3452	0.7046	0.2118	0.6796	0.6172	0.0	0.4206	0.387	0.2688	0.4704	0.8508	0.4726	0.5948	0.7032	0.2006	0.1376	0.7356	0.2518	0.174	0.2636	0.0	0.2322	0.0	0.0	0.7182	0.0	0.0	
0.2708	0.7082	0.7564	0.7066	0.676	0.076	0.0974	0.1174	0.5672	0.3448	0.5846	0.694	0.7624	0.0922	0.488	0.5414	0.525	0.4354	0.7018	0.1926	0.2182	0.2252	0.0	0.7682	0.3778	0.4686	0.739	0.6584	0.7736	0.672	0.5716	0.2876	0.2132	0.888	0.502	0.2016	0.1962	0.8132	0.0	0.1664	0.4992	0.6266	0.3846	0.4074	0.5458	0.5788	0.3998	0.241	0.2838	0.3038	0.336	0.0714	0.189	0.8292	0.0022	0.065	0.0494	0.4636	0.2774	0.4546	0.1918	0.6698	0.8044	0.1396	0.0172	0.0	0.0632	0.1028	0.7604	0.5294	0.8938	0.9464	0.4726	0.2418	0.3794	0.7636	0.0336	0.0	0.226	0.2502	0.1936	0.5764	0.0	0.0	0.766	0.0	
0.8528	0.0444	0.1626	0.2294	0.0244	0.0712	0.0844	0.9694	0.2874	0.2174	0.6596	0.4144	0.0584	0.839	0.6552	0.475	0.4242	0.4716	0.4658	0.544	0.5774	0.5488	0.6798	0.2574	0.0	0.9996	0.2888	0.364	0.4212	0.0402	0.369	0.9166	0.9756	0.6728	0.8558	0.1518	0.8606	0.3506	0.1664	0.0	0.2518	0.507	0.9448	0.158	0.4002	0.94	0.6208	0.3914	0.9974	0.0	0.753	0.8678	0.9854	0.3182	0.8638	0.4484	0.8998	0.7364	0.5062	0.906	0.9818	0.018	0.1556	0.5338	1.0	0.5986	0.811	0.7326	0.4954	0.3984	0.4042	0.0154	0.414	0.0	0.0678	0.0	0.252	0.3498	0.2396	0.0	0.166	0.639	0.0	0.0	0.0	0.0	
0.3024	0.2414	0.4316	0.2606	0.523	0.3646	0.0776	0.5622	0.112	0.3118	0.1324	0.0	0.492	0.5318	0.5644	0.683	0.501	0.4924	0.717	0.4032	0.7744	0.5136	0.3574	0.3912	0.4106	0.154	0.5754	0.0	0.9516	0.0692	0.3832	0.6792	0.3402	0.86	0.8004	0.5842	0.3424	0.4234	0.4992	0.2518	0.0	0.1168	0.5296	0.7218	0.0	0.582	0.3394	0.3228	0.337	0.1242	0.4976	0.7236	0.0	0.2334	0.4636	0.0	0.3256	0.5314	0.0	0.5676	0.4566	0.0	0.0	0.0	0.0	0.781	0.0	0.0	0.0	0.0	0.6896	0.2054	0.4254	0.0	0.0	0.0	0.0	0.0	0.7584	0.0	0.4536	0.0	0.0	0.0	0.0	0.0	
0.656	0.4906	0.4396	0.6846	0.5378	0.642	0.3202	0.7308	0.3276	0.374	0.9468	0.0	0.2874	0.1904	0.3738	0.5764	0.168	0.413	0.0524	0.0638	0.5982	0.8006	0.3652	0.6466	0.8778	0.2946	0.5618	0.44	0.0	0.6414	0.564	0.923	0.0756	0.8432	0.3426	0.0696	0.6406	0.9598	0.6266	0.507	0.1168	0.0	0.0588	0.9336	0.4044	0.8268	0.8984	0.7104	0.899	0.6676	0.4164	0.114	0.021	0.0402	0.1024	0.0	0.6346	0.8246	0.3826	0.135	0.187	0.6302	0.9672	0.7832	0.288	0.3884	0.326	0.054	0.4114	0.6202	0.6378	0.845	0.2928	0.0	0.6756	0.7156	0.0804	0.1408	0.8958	0.1778	0.8516	0.4984	0.0	0.0	0.0	0.0	
0.1766	6.0E-4	0.5562	0.532	0.2242	0.4916	0.2462	0.7752	0.1788	0.5912	0.2644	0.1792	0.2066	0.5274	0.5322	0.605	0.9736	0.379	0.7838	0.4206	0.6656	0.383	0.5108	0.3378	0.2218	0.7004	0.4552	0.6914	0.442	0.0	0.437	0.6578	1.0	0.5096	0.9982	0.7338	0.7046	0.5212	0.3846	0.9448	0.5296	0.0588	0.0	0.0104	0.6616	0.4336	0.0018	0.4154	0.5626	0.372	0.2582	0.3352	0.8952	0.5768	0.7066	0.9038	0.791	0.0858	0.3226	0.6082	0.3808	0.57	0.3182	0.8244	0.9192	0.8824	0.5748	0.7318	0.2472	0.6732	0.0202	0.364	0.639	0.634	0.3	0.0	0.5894	0.5908	0.0	0.37	0.0	0.4272	0.433	0.6414	0.0	0.0	
0.414	0.0	0.175	0.0466	0.6826	0.069	0.2416	0.0458	0.0	0.0256	0.3624	0.0	0.1736	0.348	0.3946	0.0176	2.0E-4	0.5168	0.0114	0.4944	0.1812	0.4678	0.481	0.3946	0.641	0.0016	0.521	0.0146	0.1398	0.0	0.5108	0.3844	0.0	0.8852	0.1066	0.0032	0.7182	0.403	0.4074	0.158	0.7218	0.9336	0.0104	0.0	0.2134	0.8328	0.994	0.7548	0.4996	0.7142	0.5892	0.9934	0.0	0.4434	0.5776	0.1482	0.1318	0.1912	0.984	0.3102	0.1352	0.4436	0.3408	0.295	0.0	0.0	0.1702	0.2504	0.1226	0.2042	0.995	0.6252	0.0336	0.4184	0.5828	0.0	0.0	0.0	1.0	0.7858	1.0	0.711	0.7052	0.0	0.8438	0.8406	
0.1766	0.4106	0.461	0.672	0.5738	0.0	0.2658	0.1206	0.5182	0.4068	0.9254	0.7898	0.789	0.3556	0.3282	0.468	0.3734	0.5272	0.0	0.2666	0.3074	0.7494	0.3662	0.61	0.05	0.462	0.215	0.4226	0.825	0.2596	0.5448	0.2148	0.5762	0.439	0.3406	0.1252	0.121	0.6792	0.5458	0.4002	0.0	0.4044	0.6616	0.2134	0.0	0.3704	0.353	0.753	0.1544	0.3996	0.5362	0.0	0.0	0.0	0.0	0.052	0.1958	0.0	0.3962	0.0	0.3088	0.0	0.7952	0.0	0.0	0.0	0.9772	0.0	0.0	0.0	0.0	0.5772	0.2854	0.0	0.6838	0.0	0.0	0.0	0.2526	0.0	0.3118	0.0	0.0	0.0	0.0	0.0	
0.9996	0.1458	0.4266	0.4846	0.4932	0.4502	0.1698	0.0	0.5432	0.151	0.3504	0.9336	0.3658	0.4272	0.6694	0.357	0.2362	0.4048	0.1306	0.2532	0.2552	0.3322	0.3932	0.4286	0.8826	0.8308	0.5516	0.4256	0.6936	0.2408	0.2674	0.3752	0.5414	0.8836	0.1948	0.398	0.5558	0.7476	0.5788	0.94	0.582	0.8268	0.4336	0.8328	0.3704	0.0	0.8248	0.6808	0.9998	0.2124	0.5682	0.414	0.2594	0.6726	0.5314	0.0178	0.6524	0.541	0.7102	0.566	0.6594	0.4294	0.8328	0.1872	0.3454	0.2448	0.7792	0.6962	0.4586	0.6304	0.3744	0.5232	0.48	0.3	0.0602	0.0	0.4454	0.0962	0.8132	0.3026	0.6612	0.0	0.0	0.0	0.0	0.0	
0.569	0.2496	0.1528	0.2512	0.5442	0.0864	0.6006	0.2326	0.168	0.1636	0.595	0.0	0.7228	0.2564	0.4	0.1726	0.0	0.3586	0.029	0.313	0.2702	0.4648	0.5138	0.3988	0.5416	0.3502	0.455	0.034	0.1076	0.4862	0.6294	0.1748	0.0622	0.4806	0.0548	0.1024	0.2312	0.6694	0.3998	0.6208	0.3394	0.8984	0.0018	0.994	0.353	0.8248	0.0	0.809	0.6526	0.1818	0.8582	0.8384	0.2176	0.467	0.5858	0.3434	0.296	0.1366	0.921	0.401	1.0	0.1242	0.0738	0.0726	0.2332	0.3556	0.4844	0.4236	0.9978	0.7536	0.9444	0.7718	0.1036	0.151	0.5988	0.6936	0.0544	0.114	0.999	0.1624	0.9988	0.4676	0.4718	0.0	0.0	0.0	
0.3894	0.1476	0.4794	0.206	0.515	0.4548	0.5464	0.1428	0.6164	0.288	0.3172	0.1938	0.6758	0.6196	0.5104	0.3032	0.1356	0.451	0.0	0.6952	0.0456	0.4484	0.6678	0.5724	0.4388	0.3738	0.4002	0.4604	0.109	0.3632	0.4992	0.3092	0.639	0.4006	0.1378	0.4658	0.2812	0.2188	0.241	0.3914	0.3228	0.7104	0.4154	0.7548	0.753	0.6808	0.809	0.0	0.7556	0.508	0.598	0.8198	0.3924	0.4926	0.3012	0.6662	0.537	0.2602	0.6408	0.4904	0.6528	0.5766	0.4756	0.1002	0.3606	0.524	0.7608	0.2568	0.446	0.4632	0.4814	0.2844	0.3878	0.4744	0.404	0.4862	0.5658	0.516	0.7022	0.4662	0.7386	0.2118	0.5488	0.0	0.4668	0.4624	
0.9956	0.0834	0.3	0.434	0.2754	0.4086	0.0506	0.866	0.4264	0.1076	0.6884	0.824	0.158	0.7194	0.6676	0.4044	0.4008	0.6128	0.0294	0.3054	0.0	0.3248	0.5784	0.3318	0.9608	0.7896	0.5798	0.3818	0.4994	0.3052	0.1598	0.961	0.8694	0.7862	0.4502	0.0966	0.7426	0.6672	0.2838	0.9974	0.337	0.899	0.5626	0.4996	0.1544	0.9998	0.6526	0.7556	0.0	0.2532	0.7492	0.4926	0.8856	0.6684	0.714	0.0426	0.9476	0.3952	0.6172	0.8506	0.5274	0.3912	0.4804	0.0736	0.8444	0.828	0.482	0.6366	0.1796	0.0314	0.3472	0.1156	0.2444	0.4478	0.076	0.7042	0.538	0.2808	0.5162	0.159	0.53	0.4788	0.0	0.0	0.0	0.0	
0.2854	0.487	0.3326	0.541	0.7274	0.634	0.4936	0.364	0.4768	0.3822	0.4392	0.0	0.0676	0.383	0.4456	0.7638	0.7388	0.5544	0.321	0.2908	0.279	0.4826	0.5852	0.316	0.9688	0.0	0.42	0.5952	0.3532	0.5634	0.4306	0.2884	0.2672	0.4724	0.324	0.7356	0.8736	0.7018	0.3038	0.0	0.1242	0.6676	0.372	0.7142	0.3996	0.2124	0.1818	0.508	0.2532	0.0	0.4336	0.324	0.2486	0.4466	0.7882	0.3822	0.735	0.2968	0.0956	0.477	0.1768	0.8686	0.1942	0.2974	0.0074	0.3896	0.5418	0.6924	0.086	0.1818	0.0408	0.5998	0.2232	0.482	0.5114	0.7216	0.9722	0.9898	0.4634	0.91	0.623	0.5084	0.4972	0.0	0.0	0.0	
0.3372	0.4676	0.0	0.462	0.5066	0.7366	0.3822	0.5188	0.2428	0.12	0.7328	0.3104	0.4122	0.4284	0.4442	0.1376	0.2142	0.4426	0.1818	0.5642	0.2598	0.369	0.5734	0.3202	0.3918	0.3994	0.3408	0.158	0.5942	0.481	0.6574	0.4848	0.3856	0.7544	0.5458	0.1492	0.5296	0.3638	0.336	0.753	0.4976	0.4164	0.2582	0.5892	0.5362	0.5682	0.8582	0.598	0.7492	0.4336	0.0	0.4768	0.193	0.612	0.7328	0.4098	0.7534	0.5004	0.9414	0.2428	0.3228	0.4168	0.4764	0.0	0.3706	0.301	0.7254	0.2658	0.4004	0.5336	0.705	0.5256	0.1376	0.8096	0.499	0.0	0.8766	0.9172	0.7686	0.0	0.7734	0.2914	0.0	0.0	0.0	0.0	
0.7476	0.0194	0.5856	0.0	0.4188	0.1874	0.232	0.3792	0.2586	0.0942	0.7666	0.0	0.519	0.553	0.5874	0.0932	0.0772	0.4368	0.0	0.929	0.1726	0.285	0.7562	0.4064	0.2528	0.4538	0.4374	0.0906	0.9106	0.0294	0.6218	0.0088	0.3632	0.5092	0.1046	0.045	0.4136	0.0022	0.0714	0.8678	0.7236	0.114	0.3352	0.9934	0.0	0.414	0.8384	0.8198	0.4926	0.324	0.4768	0.0	0.9574	0.742	0.5826	0.2538	0.4704	0.0316	0.9318	0.5714	0.7366	0.6648	0.0544	0.0	0.563	0.3624	0.1772	0.8372	0.392	0.5354	0.9362	0.315	0.1732	0.0	0.1474	0.0	0.1268	0.0	0.9934	0.4314	0.9786	0.7072	0.71	0.0	0.0	0.8426	
