antibiotic_pastmonth-NO	num_adults_<=2	age_(2_5]	hiv_medicines-NO	tb_medicines-NO	birthplace-_11	cd4_class-MODERATE	child_sick-YES	num_children_house_<=2	father_hiv-YES	father_alive-NO	father_tb_death-YES	female	hinfluenzae-NO	hinfluenzae_type_b-NO	mother_alive-YES	movement_place_of_birth-NO	mrsa_bacteria-NO	nose_snot-YES	antibiotics_at_present-NO	runny_nose-YES	saureus_bacteria-NO	spneumo_bacteria-NO	sviridans_bacteria-NO	tb_child-NO	tb_exp-YES	septran_prophylaxis-YES	immunisation_completed-YES	waz_cat-_2	num_people_house_<=4	full_immunisation_completed-YES	antibiotic_pastmonth-YES	num_adults_3-5	cd4_class-NORMAL	num_children_house_(2_5]	father_alive-YES	male	antibiotics_at_present-YES	spneumo_bacteria-YES	tb_child-YES	immunisation_completed-NO	waz_cat-_1	num_people_house_(4_10]	num_adults_>5	birthplace-_13	child_sick-NO	movement_place_of_birth-YES	nose_snot-NO	runny_nose-NO	tb_exp-NO	age_>5	hiv_medicines-YES	cd4_class-SEVERE	saureus_bacteria-YES	sviridans_bacteria-YES	waz_cat-_3	full_immunisation_completed-NO	birthplace-_1	mother_alive-NO	birthplace-_8	movement_within_age2-YES	birthplace-_15	movement_within_age2-NO	age_(1-2]	tb_Medicines-YES	birthplace-_12	septran_prophylaxis-NO	birthplace-_7	birthplace-_19	mrsa_bacteria-YES	birthplace-_	hinfluenzae-YES	mother_hiv-YES	birthplace-_16	hinfluenzae_type_b-YES	father_tb_death-NO	father_hiv-NO	mother_hiv-NO	num_people_house_>10	age_<=1	num_children_house_>5	birthplace-_2	birthplace-_4	birthplace-_3	birthplace-_20	birthplace-_9	
0.3556	0.0366	0.8666	0.097	0.0552	0.449	0.0	0.9198	0.4844	0.3758	0.6908	0.0	0.2762	0.7008	0.6242	0.147	0.655	0.5396	0.1504	0.6622	0.2062	0.3826	0.597	0.3686	0.0282	0.7464	0.5294	0.2332	0.2892	0.146	0.332	0.3012	0.977	0.0	0.693	0.0598	0.585	0.136	0.189	0.9854	0.0	0.021	0.8952	0.0	0.0	0.2594	0.2176	0.3924	0.8856	0.2486	0.193	0.9574	0.0	0.5322	0.5926	0.934	0.654	0.0574	0.8852	0.9228	0.8172	0.2836	0.1422	0.0	0.9958	0.649	0.4774	0.877	0.42	0.0	0.0	0.0506	0.2578	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
0.2942	0.3482	0.4676	0.3004	0.6392	0.1616	0.3934	0.4412	0.59	0.704	0.1722	0.3858	0.794	0.7206	0.6494	0.4012	0.4534	0.0982	0.5988	0.234	0.4152	0.0	0.2056	0.6538	0.5296	0.1948	0.443	0.5708	0.731	0.3736	0.5734	0.8354	0.584	0.7198	0.217	0.4456	0.1626	0.7686	0.8292	0.3182	0.2334	0.0402	0.5768	0.4434	0.0	0.6726	0.467	0.4926	0.6684	0.4466	0.612	0.742	0.5322	0.0	0.0712	0.7548	0.5158	0.4412	0.468	0.777	0.1504	0.2574	0.5892	0.205	0.0404	0.2592	0.326	0.7046	0.4688	0.9986	0.8434	0.0912	0.3504	0.3094	0.0682	0.0	0.2368	0.5934	0.3872	0.0	0.501	0.6326	0.0	0.0	0.7972	0.0	
0.9612	0.223	0.0172	0.38	0.547	0.1778	0.607	0.4842	0.6114	0.1304	0.0432	0.0	0.26	0.1586	0.2058	0.524	0.3998	0.5788	0.7662	0.678	0.2578	0.712	0.8604	0.0	0.2478	0.2896	0.4194	0.155	0.7038	0.1762	0.3976	0.1302	0.5958	0.1412	0.1434	0.6464	0.6284	0.1466	0.0022	0.8638	0.4636	0.1024	0.7066	0.5776	0.0	0.5314	0.5858	0.3012	0.714	0.7882	0.7328	0.5826	0.5926	0.0712	0.0	0.5742	0.5272	0.4434	0.3832	0.4598	0.2794	0.9346	0.0	0.7918	0.1744	0.839	0.283	0.3556	0.2182	0.0	0.3214	0.87	0.3864	0.0	0.9028	0.0	0.9356	0.6548	0.4516	0.5282	0.5318	0.0	0.0	0.0	0.0	0.0	
0.07	0.5146	0.5314	0.5716	0.3678	0.8792	0.6928	0.4838	0.2974	0.2762	0.0058	0.0	0.2332	0.8002	0.6222	0.4296	0.4976	0.5252	0.3818	0.7924	0.5798	0.2786	0.78	0.4066	0.1172	0.5722	0.1934	0.5204	0.0	0.2974	0.3388	0.1198	0.6384	0.0728	0.9344	0.882	0.6806	0.0782	0.065	0.4484	0.0	0.0	0.9038	0.1482	0.052	0.0178	0.3434	0.6662	0.0426	0.3822	0.4098	0.2538	0.934	0.7548	0.5742	0.0	0.5726	0.0516	0.3336	0.692	0.7922	0.0264	0.1378	0.1056	0.696	0.4324	0.588	0.5042	0.9092	0.21	0.0	0.0448	0.3442	0.7738	0.1276	0.0	0.8036	0.9008	0.0206	0.7746	0.041	0.5288	0.8656	0.0	0.7272	0.7176	
0.3418	0.3664	0.1168	0.4506	0.2116	0.3056	0.7266	0.7536	0.4426	0.2416	0.2852	0.0	0.1162	0.6854	0.425	0.5168	0.67	0.599	0.288	0.721	0.2446	0.4204	0.7798	0.4224	0.4332	0.4336	0.369	0.1906	0.177	0.2442	0.0	0.796	0.7574	0.1926	0.5962	0.7224	0.7824	0.1118	0.0494	0.8998	0.3256	0.6346	0.791	0.1318	0.1958	0.6524	0.296	0.537	0.9476	0.735	0.7534	0.4704	0.654	0.5158	0.5272	0.5726	0.0	0.5542	0.41	0.7346	0.279	0.3948	0.791	0.634	0.9558	0.9082	0.7196	0.2108	0.1082	0.0	0.197	0.1282	0.1604	0.3914	0.526	0.0	0.9254	0.8892	0.2062	0.0	0.2786	0.6872	0.0	0.0	0.0	0.0	
0.6332	0.7592	0.0136	0.7388	0.4404	0.0	0.3384	0.5952	0.714	0.7472	0.2436	0.0	0.5404	0.4108	0.466	0.6438	0.8134	0.426	0.484	0.336	0.7708	0.48	0.4532	0.4698	0.1754	0.6308	0.4204	0.8032	0.594	0.9402	0.2642	0.7944	0.3108	0.7204	0.351	0.828	0.3934	0.6394	0.4636	0.7364	0.5314	0.8246	0.0858	0.1912	0.0	0.541	0.1366	0.2602	0.3952	0.2968	0.5004	0.0316	0.0574	0.4412	0.4434	0.0516	0.5542	0.0	0.2212	0.0	0.0334	0.0	0.7736	0.9904	0.5052	0.0	0.5192	0.0	0.0	0.5782	0.0	0.5366	0.884	0.0	0.4544	0.0	0.6208	0.2724	0.162	0.8528	0.1078	0.0	0.0	0.0	0.0	0.0	
0.3382	0.023	0.0418	0.1742	0.3346	0.1814	0.3338	0.2774	0.0678	0.1062	0.8492	0.3984	0.5592	0.3002	0.581	0.0	0.048	0.557	0.0712	0.7832	0.2052	0.4612	0.5926	0.5006	0.3346	0.4182	0.4582	0.0124	0.6616	0.0458	0.636	0.3442	0.515	0.4632	0.37	0.0012	0.3838	0.0786	0.2774	0.5062	0.0	0.3826	0.3226	0.984	0.3962	0.7102	0.921	0.6408	0.6172	0.0956	0.9414	0.9318	0.8852	0.468	0.3832	0.3336	0.41	0.2212	0.0	0.7994	0.0544	0.2674	0.7602	0.0	0.7806	0.2606	0.3322	0.1598	0.7146	0.131	0.8664	0.7184	0.0866	0.6926	0.2034	0.0	0.0612	0.0	0.9946	0.0	0.993	0.6352	0.0	0.0	0.0	0.0	
0.4662	0.118	0.8552	0.383	0.3732	0.0	0.2988	0.8886	0.3716	0.2856	0.4936	0.0	0.2486	0.7606	0.6578	0.2504	0.527	0.4416	0.2966	0.518	0.6858	0.2348	0.4392	0.422	0.6914	0.503	0.6852	0.1472	0.4996	0.282	0.461	0.5112	0.8426	0.4052	0.7186	0.1128	0.6288	0.3452	0.4546	0.906	0.5676	0.135	0.6082	0.3102	0.0	0.566	0.401	0.4904	0.8506	0.477	0.2428	0.5714	0.9228	0.777	0.4598	0.692	0.7346	0.0	0.7994	0.0	0.8836	0.0	0.0828	0.0	0.6182	0.0	0.0	0.0	0.0	0.428	0.0	0.0204	0.407	0.0	0.0	0.0	0.0	0.0	0.3758	0.0	0.1516	0.0	0.0	0.0	0.0	0.0	
0.6418	0.429	0.7292	0.3076	0.4498	0.355	0.5416	0.8162	0.7512	0.7274	0.5092	0.0	0.3302	0.598	0.6138	0.7382	0.0	0.3858	0.3156	0.278	0.8368	0.6298	0.6266	0.5116	0.3662	0.811	0.251	0.288	0.3432	0.6694	0.6566	0.2136	0.6632	0.2164	0.2524	0.5788	0.5656	0.7046	0.1918	0.9818	0.4566	0.187	0.3808	0.1352	0.3088	0.6594	1.0	0.6528	0.5274	0.1768	0.3228	0.7366	0.8172	0.1504	0.2794	0.7922	0.279	0.0334	0.0544	0.8836	0.0	0.0	0.0	0.0	0.4312	0.449	0.85	0.9114	0.9802	0.6708	0.3016	0.2274	0.424	0.0	0.0862	0.0	0.1934	0.2698	0.1882	0.5148	0.0652	0.0	0.0	0.0	0.0	0.0	
0.561	0.742	0.5648	0.3552	0.429	0.0	0.4312	0.0262	0.1778	0.3542	0.1902	0.0	0.6518	0.202	0.277	0.5816	0.7804	0.4716	0.21	0.6278	0.0118	0.5504	0.3172	0.1864	0.347	0.1792	0.7122	0.6326	0.8014	0.2674	0.4522	0.086	0.1226	0.376	0.7516	0.773	0.2736	0.2118	0.6698	0.018	0.0	0.6302	0.57	0.4436	0.0	0.4294	0.1242	0.5766	0.3912	0.8686	0.4168	0.6648	0.2836	0.2574	0.9346	0.0264	0.3948	0.0	0.2674	0.0	0.0	0.0	0.2124	0.4566	0.5284	0.0	0.0	0.0	0.0	0.3674	0.0	0.8286	0.5534	0.0	0.8314	0.0	0.611	0.3266	0.535	0.0	0.6076	0.0	0.0	0.0	0.0	0.0	
0.9256	0.7882	0.2874	0.6884	0.4994	0.1902	0.6002	0.5158	0.7554	0.8192	0.6358	0.504	0.3826	0.0732	0.3896	0.2906	0.8522	0.5052	0.1648	0.2886	0.8588	0.3626	0.2082	0.7456	0.6588	0.6606	0.338	0.7666	0.066	0.7864	0.0998	0.7812	0.146	0.631	0.357	0.424	0.5172	0.6796	0.8044	0.1556	0.0	0.9672	0.3182	0.3408	0.7952	0.8328	0.0738	0.4756	0.4804	0.1942	0.4764	0.0544	0.1422	0.5892	0.0	0.1378	0.791	0.7736	0.7602	0.0828	0.0	0.2124	0.0	0.6714	0.2966	0.7218	0.1746	0.2378	0.3886	0.206	0.0	0.958	0.6392	0.7908	0.573	0.0	0.0	0.0	0.0896	0.4266	0.0318	0.0	0.7016	0.0	0.0	0.0	
0.0	0.3874	0.0	0.6352	0.2348	0.0	0.668	0.4614	0.5722	0.6136	0.0	0.0	0.4024	0.5978	0.5866	0.7156	0.7536	0.5132	0.8772	0.2866	0.7284	0.5428	0.6056	0.2582	0.1074	0.4652	0.4386	0.6608	0.3182	0.1958	0.2648	0.8108	0.5158	0.3978	0.4724	0.8134	0.4474	0.6172	0.1396	0.5338	0.0	0.7832	0.8244	0.295	0.0	0.1872	0.0726	0.1002	0.0736	0.2974	0.0	0.0	0.0	0.205	0.7918	0.1056	0.634	0.9904	0.0	0.0	0.0	0.4566	0.6714	0.0	0.863	0.0	0.0	0.0	0.0	0.0	0.0	0.159	0.6784	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
0.0	0.1094	0.3544	0.3764	0.0	0.1034	0.7632	0.8784	0.2334	0.6898	0.3024	0.0	0.0104	0.8432	0.6522	0.2474	0.6564	0.5474	0.3058	0.9028	0.4942	0.71	0.782	0.5366	0.0	0.9586	0.4406	0.1432	0.3144	0.1488	0.2268	0.9566	0.9624	0.0024	0.9386	0.491	0.9026	0.0	0.0172	1.0	0.0	0.288	0.9192	0.0	0.0	0.3454	0.2332	0.3606	0.8444	0.0074	0.3706	0.563	0.9958	0.0404	0.1744	0.696	0.9558	0.5052	0.7806	0.6182	0.4312	0.5284	0.2966	0.863	0.0	0.897	0.3878	0.0	0.6854	0.0	0.4332	0.0	0.663	0.0	0.0	0.0	0.3274	0.391	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
0.6674	0.2366	0.7088	0.4534	0.2066	0.0	0.2934	0.9048	0.298	0.542	0.1328	0.0	0.0708	0.5474	0.4084	0.5318	0.522	0.514	0.3596	0.4284	0.529	0.5178	0.7414	0.2334	0.8676	0.5836	0.0314	0.0848	0.4048	0.0806	0.198	0.7002	0.82	0.5168	0.8076	0.5862	0.76	0.4206	0.0	0.5986	0.781	0.3884	0.8824	0.0	0.0	0.2448	0.3556	0.524	0.828	0.3896	0.301	0.3624	0.649	0.2592	0.839	0.4324	0.9082	0.0	0.2606	0.0	0.449	0.0	0.7218	0.0	0.897	0.0	0.9416	0.0	0.0	0.0	0.0	0.2006	0.4372	0.0	0.4666	0.0	0.6244	0.679	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
0.4168	0.3264	0.0368	0.549	0.4468	0.1894	0.2134	0.0188	0.5802	0.069	0.1494	0.7692	0.0682	0.797	0.6222	0.5038	0.2808	0.3942	0.0	0.4714	0.0738	0.4914	0.6988	0.4856	0.0384	0.3588	0.0	0.6196	0.351	0.3784	0.4328	0.0344	0.6872	0.3498	0.2728	0.6916	0.7988	0.387	0.0632	0.811	0.0	0.326	0.5748	0.1702	0.9772	0.7792	0.4844	0.7608	0.482	0.5418	0.7254	0.1772	0.4774	0.326	0.283	0.588	0.7196	0.5192	0.3322	0.0	0.85	0.0	0.1746	0.0	0.3878	0.9416	0.0	0.5838	0.0	0.5444	0.0	0.0	0.0952	0.0	0.0	0.0	0.956	0.977	0.2184	0.735	0.268	0.0	0.0	0.0	0.0	0.0	
0.7734	0.2788	0.761	0.1888	0.5396	0.0	0.333	0.3606	0.6166	0.6722	0.2488	0.0	0.1236	0.6096	0.4324	0.5788	0.266	0.3576	0.8352	0.5146	0.3716	0.2414	0.6268	0.4328	0.257	0.3584	0.2876	0.525	0.718	0.1382	0.319	0.2588	0.6444	0.31	0.1288	0.7118	0.7012	0.2688	0.1028	0.7326	0.0	0.054	0.7318	0.2504	0.0	0.6962	0.4236	0.2568	0.6366	0.6924	0.2658	0.8372	0.877	0.7046	0.3556	0.5042	0.2108	0.0	0.1598	0.0	0.9114	0.0	0.2378	0.0	0.0	0.0	0.5838	0.0	0.0	0.613	0.0	0.1214	0.3678	0.0	0.3582	0.0	0.5168	0.8964	0.2898	0.0	0.342	0.0	0.0	0.0	0.0	0.0	
0.311	0.8212	0.49	0.4646	0.3596	0.0	0.4408	0.2788	0.5488	0.7422	0.4336	0.0	0.5622	0.3428	0.652	0.311	0.0	0.3054	0.3938	0.4376	0.3852	0.4328	0.239	0.5384	0.1026	0.8004	0.5516	0.2942	0.019	0.7578	0.5258	0.2572	0.183	0.391	0.6414	0.515	0.3444	0.4704	0.7604	0.4954	0.0	0.4114	0.2472	0.1226	0.0	0.4586	0.9978	0.446	0.1796	0.086	0.4004	0.392	0.42	0.4688	0.2182	0.9092	0.1082	0.0	0.7146	0.0	0.9802	0.0	0.3886	0.0	0.6854	0.0	0.0	0.0	0.0	0.842	0.0	0.6154	0.4602	0.0	0.0	0.9204	0.0	0.0	0.167	0.6796	0.0	0.0	0.0	0.0	0.0	0.0	
0.0	0.4048	0.4592	0.3796	0.5618	0.0	0.4868	0.292	0.519	0.7274	0.4114	0.0	0.439	0.3422	0.4644	0.6136	0.2018	0.0	0.5398	0.1344	0.909	0.0016	0.3692	0.6074	0.435	0.631	0.4846	0.7234	0.4246	0.26	0.8094	0.6724	0.5772	0.6238	0.3338	0.4502	0.43	0.8508	0.5294	0.3984	0.0	0.6202	0.6732	0.2042	0.0	0.6304	0.7536	0.4632	0.0314	0.1818	0.5336	0.5354	0.0	0.9986	0.0	0.21	0.0	0.5782	0.131	0.428	0.6708	0.3674	0.206	0.0	0.0	0.0	0.5444	0.613	0.842	0.0	0.579	0.569	0.6108	0.0	0.3086	0.0	0.0	0.0	0.2536	0.0	0.2972	0.0	0.0	0.0	0.0	0.0	
0.0	0.081	0.2334	0.1406	0.4368	0.0	0.2784	0.2878	0.0822	0.0324	0.6528	0.7874	0.6322	0.2086	0.4792	0.1808	0.0276	0.3924	0.5364	0.4226	0.3094	0.1838	0.1114	0.477	0.8258	0.1376	0.4912	0.0538	0.815	0.1068	0.5504	0.6762	0.031	0.7946	0.0	0.0	0.2668	0.4726	0.8938	0.4042	0.6896	0.6378	0.0202	0.995	0.0	0.3744	0.9444	0.4814	0.3472	0.0408	0.705	0.9362	0.0	0.8434	0.3214	0.0	0.197	0.0	0.8664	0.0	0.3016	0.0	0.0	0.0	0.4332	0.0	0.0	0.0	0.0	0.579	0.0	0.7946	0.0154	0.0	0.3158	0.0	0.0	0.0	0.9982	0.0	0.9994	0.0	0.0	0.0	0.0	0.0	
0.728	0.719	0.5244	0.538	0.7382	0.214	0.5956	0.1008	0.2512	0.5354	0.7514	0.0	0.5848	0.0	0.0012	0.3554	0.295	0.4254	0.8472	0.3664	0.3856	0.715	0.0952	0.2544	0.4592	0.3982	0.661	0.4502	0.5484	0.3712	0.613	0.157	0.121	0.3992	0.5762	0.1488	0.3582	0.5948	0.9464	0.0154	0.2054	0.845	0.364	0.6252	0.5772	0.5232	0.7718	0.2844	0.1156	0.5998	0.5256	0.315	0.0506	0.0912	0.87	0.0448	0.1282	0.5366	0.7184	0.0204	0.2274	0.8286	0.958	0.159	0.0	0.2006	0.0	0.1214	0.6154	0.569	0.7946	0.0	0.7486	0.6162	1.0	0.782	0.3756	0.267	0.7362	0.253	0.726	0.0	0.0	0.7542	0.0	0.0	
0.6594	0.7458	0.6838	0.6712	0.3598	0.2172	0.4828	0.2384	0.6238	1.0	0.3742	0.5108	0.7696	0.2516	0.313	0.8348	0.8842	0.3914	0.723	0.2694	0.5116	0.5446	0.4474	0.4962	0.207	0.8862	0.7594	0.8888	0.7484	0.7154	0.5354	0.441	0.6134	0.3718	0.8244	0.8968	0.1876	0.7032	0.4726	0.414	0.4254	0.2928	0.639	0.0336	0.2854	0.48	0.1036	0.3878	0.2444	0.2232	0.1376	0.1732	0.2578	0.3504	0.3864	0.3442	0.1604	0.884	0.0866	0.407	0.424	0.5534	0.6392	0.6784	0.663	0.4372	0.0952	0.3678	0.4602	0.6108	0.0154	0.7486	0.0	0.7624	0.7212	0.0	0.0402	0.0	0.0318	0.7626	0.0066	0.263	0.6124	0.4906	0.0	0.0	
0.3882	0.1036	0.0	0.6062	0.53	0.0	0.3882	0.672	0.6268	0.6712	0.5046	0.0	0.6196	0.2912	0.5636	0.2688	0.6496	0.4948	0.4212	0.566	0.6214	0.4656	0.5282	0.555	0.9162	0.4914	0.3756	0.5642	0.5046	0.3928	0.534	0.5058	0.7182	0.6204	0.2888	0.4794	0.2296	0.2006	0.2418	0.0	0.0	0.0	0.634	0.4184	0.0	0.3	0.151	0.4744	0.4478	0.482	0.8096	0.0	0.0	0.3094	0.0	0.7738	0.3914	0.0	0.6926	0.0	0.0	0.0	0.7908	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6162	0.7624	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
0.6678	0.491	0.6136	0.585	0.6292	0.6078	0.8996	0.116	0.164	0.4434	0.6946	0.0	0.2602	0.0	0.0	0.6174	0.3974	0.4746	0.7658	0.679	0.1156	0.7044	0.4854	0.2136	0.2568	0.4204	0.6216	0.3622	0.5576	0.299	0.5194	0.0128	0.2808	0.027	0.465	0.398	0.6298	0.1376	0.3794	0.0678	0.0	0.6756	0.3	0.5828	0.6838	0.0602	0.5988	0.404	0.076	0.5114	0.499	0.1474	0.0	0.0682	0.9028	0.1276	0.526	0.4544	0.2034	0.0	0.0862	0.8314	0.573	0.0	0.0	0.4666	0.0	0.3582	0.0	0.3086	0.3158	1.0	0.7212	0.0	0.0	0.0	0.7996	0.6312	0.8306	0.0	0.8952	0.0	0.0	0.873	0.0	0.0	
0.0	0.6442	0.747	0.453	0.4196	0.0	0.0	0.6716	0.543	0.5696	0.7346	0.0	0.6512	0.0	0.4336	0.4782	0.0	0.4054	0.0	0.0	0.0	0.4788	0.0	0.4344	0.0	0.0	0.4346	0.5204	0.0	0.6718	0.509	0.7298	0.0	0.649	0.0	0.0	0.0	0.7356	0.7636	0.0	0.0	0.7156	0.0	0.0	0.0	0.0	0.6936	0.4862	0.7042	0.7216	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9204	0.0	0.0	0.782	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
0.5668	0.5292	0.02	0.5828	0.4622	0.862	0.7636	0.1354	0.5324	0.0	0.0	0.0	0.0994	0.4738	0.2794	0.6884	0.8156	0.5392	0.1144	0.576	0.0334	0.5574	0.7446	0.1684	0.4476	0.0402	0.1074	0.4284	0.4364	0.6038	0.2504	0.2566	0.708	0.3736	0.6414	0.9674	0.7758	0.2518	0.0336	0.252	0.0	0.0804	0.5894	0.0	0.0	0.4454	0.0544	0.5658	0.538	0.9722	0.8766	0.1268	0.0	0.2368	0.9356	0.8036	0.9254	0.6208	0.0612	0.0	0.1934	0.611	0.0	0.0	0.3274	0.6244	0.956	0.5168	0.0	0.0	0.0	0.3756	0.0402	0.0	0.7996	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
0.4112	0.6914	0.0	0.6896	0.4552	0.9186	0.595	0.2262	0.5896	0.0026	0.037	0.0	0.0118	0.5502	0.361	0.771	0.761	0.5452	0.179	0.6348	0.0722	0.3616	0.82	0.352	0.1588	0.0036	0.0662	0.4852	0.1508	0.583	0.2994	0.1562	0.5036	0.553	0.543	0.9016	0.8892	0.174	0.0	0.3498	0.0	0.1408	0.5908	0.0	0.0	0.0962	0.114	0.516	0.2808	0.9898	0.9172	0.0	0.0	0.5934	0.6548	0.9008	0.8892	0.2724	0.0	0.0	0.2698	0.3266	0.0	0.0	0.391	0.679	0.977	0.8964	0.0	0.0	0.0	0.267	0.0	0.0	0.6312	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
0.3278	0.0	0.2818	0.0528	0.6624	0.1054	0.6362	0.014	0.0	0.0358	0.3648	0.0	0.303	0.2876	0.2846	0.006	0.0	0.5024	0.0184	0.607	0.059	0.4988	0.6106	0.4622	0.3764	0.0066	0.5864	2.0E-4	0.5018	0.0	0.3318	0.3844	0.0012	0.6866	0.0704	0.005	0.6036	0.2636	0.226	0.2396	0.7584	0.8958	0.0	1.0	0.2526	0.8132	0.999	0.7022	0.5162	0.4634	0.7686	0.9934	0.0	0.3872	0.4516	0.0206	0.2062	0.162	0.9946	0.3758	0.1882	0.535	0.0896	0.0	0.0	0.0	0.2184	0.2898	0.167	0.2536	0.9982	0.7362	0.0318	0.0	0.8306	0.0	0.0	0.0	0.0	0.0	1.0	0.7408	0.0	0.0	0.8668	0.8632	
0.9184	0.5984	0.0	0.4084	0.5206	0.0	0.0	0.3984	0.6346	0.8378	0.0	0.0	0.3512	0.4938	0.5562	0.669	0.6388	0.495	0.4104	0.7384	0.62	0.658	0.515	0.3664	0.7838	0.066	0.3714	0.749	0.1922	0.6452	0.3172	0.0	0.0	0.1094	0.2822	0.8542	0.4736	0.0	0.2502	0.0	0.0	0.1778	0.37	0.7858	0.0	0.3026	0.1624	0.4662	0.159	0.91	0.0	0.4314	0.0	0.0	0.5282	0.7746	0.0	0.8528	0.0	0.0	0.5148	0.0	0.4266	0.0	0.0	0.0	0.735	0.0	0.6796	0.0	0.0	0.253	0.7626	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.935	0.0	0.0	0.0	
0.0896	0.0	0.2504	0.0846	0.645	0.152	0.79	0.0092	0.0	0.0222	0.498	0.0	0.3372	0.28	0.2298	0.004	0.0	0.4838	0.0278	0.6148	0.0054	0.4224	0.6286	0.415	0.5316	0.001	0.5448	2.0E-4	0.512	0.0	0.3304	0.3768	0.0046	0.4688	0.0	0.0012	0.5556	0.2322	0.1936	0.166	0.4536	0.8516	0.0	1.0	0.3118	0.6612	0.9988	0.7386	0.53	0.623	0.7734	0.9786	0.0	0.501	0.5318	0.041	0.2786	0.1078	0.993	0.1516	0.0652	0.6076	0.0318	0.0	0.0	0.0	0.268	0.342	0.0	0.2972	0.9994	0.726	0.0066	0.0	0.8952	0.0	0.0	0.0	1.0	0.0	0.0	0.7778	0.0	0.0	0.8712	0.8798	
0.0	0.0	0.5416	0.1838	0.4546	0.0	0.4364	0.4458	0.2878	0.3116	0.5198	0.0	0.0	0.5682	0.4738	0.2194	0.2986	0.435	0.0	0.608	0.0	0.2142	0.2368	0.476	0.0	0.3358	0.4746	0.2462	0.0	0.0	0.2434	0.5248	0.4816	0.4122	0.0	0.3278	0.687	0.0	0.5764	0.639	0.0	0.4984	0.4272	0.711	0.0	0.0	0.4676	0.2118	0.4788	0.5084	0.2914	0.7072	0.0	0.6326	0.0	0.5288	0.6872	0.0	0.6352	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.263	0.0	0.0	0.0	0.0	0.0	0.7408	0.0	0.7778	0.0	0.0	0.0	0.0	0.0	
0.0	0.394	0.5248	0.1802	0.4488	0.0	0.0	0.0	0.6508	0.6712	0.0	0.0	0.7756	0.5676	0.4674	0.5364	0.2952	0.4258	0.0	0.604	0.0	0.5404	0.5732	0.473	0.0	0.3356	0.4774	0.6032	0.0	0.4096	0.5828	0.0	0.0	0.775	0.0	0.6934	0.0	0.0	0.0	0.0	0.0	0.0	0.433	0.7052	0.0	0.0	0.4718	0.5488	0.0	0.4972	0.0	0.71	0.0	0.0	0.0	0.8656	0.0	0.0	0.0	0.0	0.0	0.0	0.7016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6124	0.0	0.0	0.0	0.0	0.0	0.0	0.935	0.0	0.0	0.0	0.0	0.0	0.0	
0.0	0.0	0.7152	0.425	0.3816	0.0	0.0	0.0	0.5236	0.5432	0.711	0.0	0.0	0.0	0.0	0.4444	0.526	0.3704	0.8328	0.0	0.0	0.445	0.4662	0.3966	0.0	0.5602	0.4078	0.4818	0.7076	0.0	0.4754	0.0	0.684	0.6192	0.0	0.0	0.5602	0.7182	0.0	0.0	0.0	0.0	0.6414	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7542	0.4906	0.0	0.873	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
0.0	0.0	0.7316	0.4446	0.4102	0.0	0.6544	0.0	0.0	0.0	0.0	0.0	0.6412	0.4854	0.423	0.0	0.0	0.3964	0.0	0.5092	0.0	0.0	0.0	0.422	0.0	0.0	0.4288	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.766	0.0	0.0	0.0	0.0	0.8438	0.0	0.0	0.0	0.4668	0.0	0.0	0.0	0.0	0.0	0.7972	0.0	0.7272	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8668	0.0	0.8712	0.0	0.0	0.0	0.0	0.0	
