antibiotic_pastmonth-NO	num_adults_<=2	age_(2_5]	hiv_medicines-NO	tb_medicines-NO	birthplace-_11	cd4_class-MODERATE	child_sick-YES	num_children_house_<=2	father_hiv-YES	father_alive-NO	father_tb_death-YES	female	hinfluenzae-NO	hinfluenzae_type_b-NO	mother_alive-YES	movement_place_of_birth-NO	mrsa_bacteria-NO	nose_snot-YES	antibiotics_at_present-NO	runny_nose-YES	saureus_bacteria-NO	spneumo_bacteria-NO	sviridans_bacteria-NO	tb_child-NO	tb_exp-YES	septran_prophylaxis-YES	immunisation_completed-YES	waz_cat-_2	num_people_house_<=4	full_immunisation_completed-YES	antibiotic_pastmonth-YES	num_adults_3-5	cd4_class-NORMAL	num_children_house_(2_5]	father_alive-YES	male	antibiotics_at_present-YES	spneumo_bacteria-YES	tb_child-YES	immunisation_completed-NO	waz_cat-_1	num_people_house_(4_10]	num_adults_>5	birthplace-_13	child_sick-NO	movement_place_of_birth-YES	nose_snot-NO	runny_nose-NO	tb_exp-NO	age_>5	hiv_medicines-YES	cd4_class-SEVERE	saureus_bacteria-YES	sviridans_bacteria-YES	waz_cat-_3	full_immunisation_completed-NO	birthplace-_1	mother_alive-NO	birthplace-_8	movement_within_age2-YES	birthplace-_15	movement_within_age2-NO	age_(1-2]	tb_Medicines-YES	birthplace-_12	septran_prophylaxis-NO	birthplace-_7	birthplace-_19	mrsa_bacteria-YES	birthplace-_	hinfluenzae-YES	mother_hiv-YES	birthplace-_16	hinfluenzae_type_b-YES	father_tb_death-NO	father_hiv-NO	mother_hiv-NO	num_people_house_>10	age_<=1	num_children_house_>5	birthplace-_2	birthplace-_4	birthplace-_3	birthplace-_20	birthplace-_9	
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3542	0.1066	0.0	0.0	0.9198	0.0	0.0	0.0	0.3948	0.1838	0.2392	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7052	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4514	0.5776	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0278	0.0	0.5102	0.0	0.0	0.7472	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
0.2794	0.3362	0.463	0.3032	0.637	0.1334	0.3756	0.4234	0.5844	0.7044	0.1398	0.3418	0.8094	0.675	0.6314	0.3916	0.4442	0.1208	0.5954	0.2146	0.3948	0.0	0.2576	0.6244	0.5224	0.1758	0.4448	0.5564	0.7442	0.3472	0.5624	0.849	0.565	0.7154	0.184	0.4306	0.1472	0.7872	0.703	0.2894	0.1984	0.0248	0.5806	0.4198	0.0	0.6888	0.4376	0.4856	0.69	0.4368	0.6156	0.755	0.5096	0.0	0.2092	0.7692	0.515	0.4204	0.4574	0.7784	0.1186	0.2174	0.594	0.1618	0.0246	0.209	0.277	0.7176	0.4496	0.993	0.8716	0.2214	0.3408	0.2736	0.2068	0.0	0.1988	0.5826	0.3532	0.0	0.4968	0.59	0.0	0.0	0.7738	0.0	
0.2324	0.732	0.779	0.707	0.6722	0.0556	0.0778	0.0986	0.556	0.3216	0.5828	0.6904	0.7842	0.1592	0.4834	0.5534	0.5196	0.4306	0.7252	0.1766	0.1838	0.2576	0.0	0.7374	0.3714	0.467	0.74	0.6524	0.7924	0.6794	0.5724	0.2568	0.1806	0.902	0.4982	0.2008	0.176	0.8452	0.0	0.121	0.4596	0.6376	0.355	0.39	0.52	0.5802	0.3832	0.2384	0.2678	0.2908	0.3258	0.044	0.1488	0.7304	0.0932	0.0432	0.0274	0.4666	0.2318	0.425	0.1434	0.6804	0.8342	0.1032	0.0088	0.0	0.04	0.0736	0.7764	0.477	0.9216	0.8678	0.4706	0.1886	0.3902	0.7158	0.0204	0.0	0.195	0.189	0.1546	0.5118	0.0	0.0	0.7314	0.0	
0.9732	0.2248	0.0108	0.3758	0.5384	0.1552	0.5944	0.4858	0.6134	0.1156	0.0416	0.0	0.2322	0.2846	0.2758	0.5208	0.3996	0.5694	0.7772	0.6906	0.2392	0.6244	0.7374	0.0	0.2446	0.28	0.4214	0.1414	0.715	0.167	0.3972	0.1202	0.5876	0.1392	0.1252	0.6508	0.6468	0.1276	0.1812	0.8722	0.449	0.0912	0.7216	0.5734	0.0	0.5176	0.5886	0.2912	0.736	0.806	0.7416	0.5802	0.5914	0.2812	0.0	0.5834	0.527	0.4452	0.3494	0.448	0.2676	0.95	0.0	0.7756	0.158	0.8332	0.2632	0.348	0.1936	0.2556	0.2914	0.6812	0.3748	0.0	0.6964	0.0	0.947	0.6416	0.4292	0.5132	0.5258	0.0	0.0	0.0	0.0	0.0	
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4466	0.258	0.0	0.0	0.4474	0.0	0.0	0.0	0.5224	0.3714	0.2446	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5032	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3456	0.5936	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3238	0.0	0.4356	0.0	0.0	0.578	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3914	0.4216	0.0	0.0	0.6518	0.0	0.0	0.0	0.1758	0.467	0.28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.436	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7382	0.5944	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.206	0.0	0.5116	0.0	0.0	0.4524	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6672	0.6374	0.0	0.0	0.4852	0.0	0.0	0.0	0.4448	0.74	0.4214	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4716	0.4698	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3632	0.0	0.2676	0.0	0.0	0.2758	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.448	0.3446	0.0	0.0	0.7402	0.0	0.0	0.0	0.5564	0.6524	0.1414	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2668	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3524	0.7652	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.154	0.0	0.4618	0.0	0.0	0.5342	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5444	0.5578	0.0	0.0	0.4278	0.0	0.0	0.0	0.7442	0.7924	0.715	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.132	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1666	0.1756	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3492	0.0	0.3374	0.0	0.0	0.2864	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3488	0.3022	0.0	0.0	0.2718	0.0	0.0	0.0	0.3472	0.6794	0.167	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2232	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5336	0.7006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.517	0.0	0.5434	0.0	0.0	0.5586	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
